City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
437,Ixtapa,20.7,-105.2,88.93,28,81,6.38,MX,broken clouds
438,Kargil,34.5667,76.1,31.08,52,6,4.07,IN,clear sky
439,Sampit,-2.5333,112.95,75.18,91,81,2.06,ID,broken clouds
440,Shelburne,44.0787,-80.2041,40.12,49,5,5.5,CA,clear sky
441,Kavaratti,10.5669,72.642,82.74,75,69,5.14,IN,broken clouds
442,Khani,41.9563,42.9566,58.57,61,75,9.01,GE,broken clouds
443,Solginskiy,61.05,41.3428,33.98,98,100,7.74,RU,light snow
444,Asosa,10.0667,34.5333,67.57,70,96,4.54,ET,overcast clouds
445,Aykhal,66.0,111.5,27.77,95,99,17.16,RU,light snow
446,Moussoro,13.6408,16.4901,91.67,22,45,9.48,TD,scattered clouds
447,Ostersund,63.1792,14.6357,41.45,56,95,8.05,SE,overcast clouds
448,Ondjiva,-17.0667,15.7333,68.11,78,58,5.61,AO,broken clouds
449,Turukhansk,65.8167,87.9833,0.9,98,98,6.76,RU,overcast clouds
450,Mnogovershinnyy,53.9353,139.9242,26.58,81,56,3.29,RU,broken clouds
451,Los Llanos De Aridane,28.6585,-17.9182,67.75,56,20,11.5,ES,few clouds
452,Yaan,7.3833,8.5667,80.35,75,94,8.28,NG,light rain
453,Pangkalanbuun,-2.6833,111.6167,75.13,91,88,1.41,ID,overcast clouds
454,Ilhabela,-23.7781,-45.3581,69.85,70,93,2.21,BR,overcast clouds
455,Canutama,-6.5339,-64.3831,74.73,97,100,2.68,BR,overcast clouds
456,Biltine,14.5333,20.9167,91.74,29,89,5.77,TD,overcast clouds
457,Belyy Yar,53.6039,91.3903,48.09,37,0,4.47,RU,clear sky
458,Rudbar,30.15,62.6,72.1,41,32,9.35,AF,scattered clouds
459,Victoria Point,-27.5833,153.3,73.94,78,99,1.99,AU,overcast clouds
460,Santa Cruz,-17.8,-63.1667,75.25,53,75,6.91,BO,broken clouds
461,Kotelnich,58.3089,48.348,26.28,94,94,4.03,RU,overcast clouds
462,Vanimo,-2.6741,141.3028,80.67,86,88,2.95,PG,overcast clouds
463,Sao Sebastiao,-23.76,-45.4097,69.15,73,94,1.54,BR,overcast clouds
464,Silvania,-16.6589,-48.6081,69.33,64,90,4.45,BR,overcast clouds
465,Juneau,58.3019,-134.4197,42.98,64,100,2.08,US,overcast clouds
466,Eyl,7.9803,49.8164,82.04,81,43,7.65,SO,scattered clouds
467,Gobabis,-22.45,18.9667,65.98,64,69,7.4,NA,broken clouds
468,Puerto Leguizamo,-0.1934,-74.7819,74.75,95,99,1.07,CO,overcast clouds
469,Pangai,-19.8,-174.35,84.31,70,40,9.22,TO,scattered clouds
470,Manta,-0.95,-80.7333,85.78,62,40,11.5,EC,scattered clouds
471,Boa Vista,2.8197,-60.6733,89.58,48,75,9.22,BR,broken clouds
472,Barahona,18.2085,-71.1008,76.82,100,75,0.0,DO,broken clouds
473,Pushkinskiye Gory,57.0209,28.9103,30.9,78,45,3.2,RU,scattered clouds
474,Nemuro,43.3236,145.575,41.65,81,52,9.24,JP,broken clouds
475,Springbok,-29.6643,17.8865,62.4,38,0,7.76,ZA,clear sky
476,Iquitos,-3.7481,-73.2472,75.24,100,75,6.91,PE,broken clouds
477,Sorland,67.667,12.6934,42.89,83,100,17.22,NO,overcast clouds
478,Rio Bueno,-40.3167,-72.9667,59.14,70,97,1.66,CL,overcast clouds
479,Altay,47.8667,88.1167,44.96,34,3,9.26,CN,clear sky
480,Nalut,30.3333,10.85,61.05,33,0,6.93,LY,clear sky
481,Kenora,49.8167,-94.4337,29.37,80,100,8.05,CA,overcast clouds
482,Manokwari,-0.8667,134.0833,81.63,70,96,2.26,ID,overcast clouds
483,Lafiagi,8.8667,5.4167,78.4,84,100,13.96,NG,moderate rain
484,Maltahohe,-24.8333,16.9833,65.53,38,1,7.72,NA,clear sky
485,Brae,60.3964,-1.353,46.56,76,96,18.3,GB,overcast clouds
486,Belaya Gora,68.5333,146.4167,13.53,93,99,3.62,RU,overcast clouds
487,Kuminskiy,58.6667,66.5667,25.16,95,57,2.51,RU,broken clouds
488,Santa Barbara,34.7333,-120.0343,73.35,52,0,16.11,US,clear sky
489,Lakes Entrance,-37.8811,147.981,61.16,77,100,5.53,AU,light rain
490,Truro,50.2653,-5.0544,51.08,93,75,8.05,GB,broken clouds
491,Ornskoldsvik,63.2909,18.7153,32.95,100,100,2.3,SE,overcast clouds
492,Cidreira,-30.1811,-50.2056,67.17,71,96,10.85,BR,overcast clouds
493,Laukaa,58.7372,29.8453,33.35,83,100,2.84,RU,overcast clouds
494,San Quintin,30.4833,-115.95,66.16,64,6,21.83,MX,clear sky
495,Novonikolsk,43.8506,131.8645,45.77,35,85,6.96,RU,overcast clouds
496,Colquechaca,-18.6667,-66.0167,33.46,61,1,5.37,BO,clear sky
497,Fort Dix,40.0298,-74.6185,50.09,32,20,19.57,US,few clouds
498,Pasighat,28.0667,95.3333,64.08,92,100,3.31,IN,overcast clouds
499,Marsabit,2.3284,37.9899,67.15,77,100,12.55,KE,overcast clouds
500,Krasnoselkup,65.7,82.4667,10.33,95,87,11.36,RU,overcast clouds
501,Tautira,-17.7333,-149.15,81.3,72,22,12.75,PF,few clouds
502,Deputatskiy,69.3,139.9,4.91,96,99,3.29,RU,overcast clouds
503,Salta,-24.7859,-65.4117,64.99,70,40,6.91,AR,scattered clouds
504,Taraz,42.9,71.3667,59.41,55,85,13.42,KZ,overcast clouds
505,Bubaque,11.2833,-15.8333,75.2,76,38,20.51,GW,scattered clouds
506,Karratha,-20.7377,116.8463,81.79,35,21,15.99,AU,few clouds
507,Istisu,40.9457,48.0738,39.87,55,3,5.53,AZ,clear sky
508,Grand Gaube,-20.0064,57.6608,77.4,91,30,3.0,MU,scattered clouds
509,Katangli,51.7102,143.2326,28.96,91,98,7.05,RU,overcast clouds
510,Along,28.1667,94.7667,62.35,95,98,1.32,IN,overcast clouds
511,Erdenet,49.0333,104.0833,37.58,51,22,5.93,MN,few clouds
512,Rosetta,31.4044,30.4164,68.31,65,100,19.51,EG,overcast clouds
513,Carutapera,-1.195,-46.02,76.66,89,98,5.28,BR,moderate rain
514,Makakilo City,21.3469,-158.0858,79.12,67,75,10.36,US,broken clouds
515,Tabou,4.423,-7.3528,76.95,84,100,1.28,CI,overcast clouds
516,Warrington,53.3925,-2.5802,54.05,88,20,3.44,GB,few clouds
517,Hohhot,40.8106,111.6522,35.89,93,62,2.24,CN,mist
518,Waipawa,-41.4122,175.5153,58.24,64,68,13.89,NZ,broken clouds
519,Tigil,57.8,158.6667,25.27,90,100,8.37,RU,overcast clouds
520,Parksville,49.3163,-124.3195,54.73,49,96,23.02,CA,overcast clouds
521,Lagoa,39.05,-27.9833,57.06,66,58,14.97,PT,broken clouds
522,Swift Current,50.2834,-107.8014,34.61,60,75,8.05,CA,broken clouds
523,Itaqui,-29.1253,-56.5531,61.79,78,33,7.14,BR,scattered clouds
524,Marsala,37.7966,12.4352,55.89,73,98,17.96,IT,overcast clouds
525,Sitka,57.0531,-135.33,44.42,56,100,2.39,US,overcast clouds
526,Brownsville,25.9018,-97.4975,89.1,66,1,3.0,US,clear sky
527,Sola,-13.8833,167.55,82.06,72,68,5.12,VU,broken clouds
528,Leh,34.1667,77.5833,35.67,45,43,3.49,IN,scattered clouds
529,Itarema,-2.9248,-39.9167,77.92,86,88,6.91,BR,overcast clouds
530,Northam,51.0333,-4.2167,49.6,91,13,12.86,GB,few clouds
531,Komsomolskiy,40.4272,71.7189,63.32,36,33,6.91,UZ,scattered clouds
532,Floro,61.5996,5.0328,48.16,76,100,9.22,NO,overcast clouds
533,Katobu,-4.9408,122.5276,77.04,92,100,2.3,ID,overcast clouds
534,Mingshui,36.7167,117.5,57.16,47,99,6.73,CN,overcast clouds
535,Vertientes,21.2594,-78.1464,80.04,61,32,7.67,CU,scattered clouds
536,Svetlaya,46.5389,138.3297,41.56,53,19,7.54,RU,few clouds
537,Langsa,4.4683,97.9683,73.56,96,100,2.35,ID,overcast clouds
538,Lermontovka,47.1453,134.3383,39.0,61,10,5.7,RU,clear sky
539,Lastoursville,-0.8143,12.7287,73.62,98,99,2.8,GA,light rain
540,Morwell,-38.2333,146.4,61.39,99,100,2.64,AU,light rain
541,Ikalamavony,-21.15,46.5833,64.31,87,16,5.3,MG,few clouds
542,Karwar,14.8,74.1333,78.55,84,17,5.55,IN,few clouds
543,Komsomolets,53.7453,62.0708,41.27,61,60,6.22,KZ,broken clouds
544,Port Augusta,-32.5,137.7667,65.95,70,100,16.4,AU,overcast clouds
545,Portland,45.5234,-122.6762,60.62,44,100,5.01,US,overcast clouds
546,Burnie,-41.0667,145.9167,58.35,85,100,8.25,AU,moderate rain
547,La Ronge,55.1001,-105.2842,35.82,44,75,4.61,CA,broken clouds
548,Bermeo,43.4209,-2.7215,56.7,84,100,10.13,ES,overcast clouds
549,Changying,52.8733,123.3213,29.46,88,100,5.57,CN,overcast clouds
550,Pitimbu,-7.4706,-34.8086,81.19,79,64,8.61,BR,broken clouds
551,Grenada,37.1882,-3.6067,62.91,61,0,2.3,ES,clear sky
552,Boca Del Monte,19.15,-96.8167,88.61,33,1,9.53,MX,clear sky
